14.900000,127503
14.800000,127358
14.700000,127215
14.600000,127072
14.500000,126931
14.400000,126786
14.300000,126646
14.200000,126505
14.100000,126362
14,126225
13.900000,126086
13.800000,125945
13.700000,125806
13.600000,125665
13.500000,125529
13.400000,125392
13.300000,125256
13.200000,125117
13.100000,124984
13,124847
12.900000,124713
12.800000,124575
12.700000,124443
12.600000,124306
12.500000,124174
12.400000,124040
12.300000,123909
12.200000,123776
12.100000,123646
12,123513
11.900000,123382
11.800000,123251
11.700000,123120
11.600000,122993
11.500000,122862
11.400000,122733
11.300000,122605
11.200000,122477
11.100000,122349
11,122221
10.900000,122094
10.800000,121970
10.700000,121842
10.600000,121717
10.500000,121593
10.400000,121464
10.300000,121341
10.200000,121217
10.100000,121094
10,120971
