54.700000,405112
54.600000,382193
54.500000,379566
54.400000,372875
54.300000,372244
54.200000,367017
54.100000,363887
54,360818
53.900000,357878
53.800000,354948
53.700000,352098
53.600000,349300
53.500000,346584
53.400000,343933
53.300000,341374
53.200000,338839
53.100000,336319
53,333830
52.900000,331536
52.800000,329126
52.700000,326892
52.600000,324621
52.500000,322460
52.400000,320248
52.300000,318178
52.200000,316030
52.100000,313916
52,311948
51.900000,309977
51.800000,308030
51.700000,306156
51.600000,304300
51.500000,302370
51.400000,300641
51.300000,298782
51.200000,296985
51.100000,295271
51,293590
50.900000,291888
50.800000,290222
50.700000,288602
50.600000,287052
50.500000,285456
50.400000,283844
50.300000,282325
50.200000,280809
50.100000,279366
50,277869
49.900000,276447
49.800000,275031
49.700000,273675
49.600000,272297
49.500000,270906
49.400000,269562
49.300000,268248
49.200000,266947
49.100000,265664
49,264396
48.900000,263143
48.800000,261928
48.700000,260717
48.600000,259475
48.500000,258367
48.400000,257204
48.300000,256018
48.200000,254893
48.100000,253761
48,252671
47.900000,251595
47.800000,250490
47.700000,249433
47.600000,248370
47.500000,247343
47.400000,246306
47.300000,245298
47.200000,244325
47.100000,243318
47,242317
46.900000,241340
46.800000,240390
46.700000,239444
46.600000,238534
46.500000,237542
46.400000,236695
46.300000,235795
46.200000,234902
46.100000,234057
46,233146
45.900000,232270
45.800000,231453
45.700000,230573
45.600000,229750
45.500000,228919
45.400000,228095
45.300000,227204
45.200000,226479
45.100000,225681
45,224916
44.900000,224123
44.800000,223368
44.700000,222597
44.600000,221841
44.500000,221098
44.400000,220373
44.300000,219635
44.200000,218879
44.100000,218186
44,217496
43.900000,216774
43.800000,216078
43.700000,215389
43.600000,214709
43.500000,214017
43.400000,213364
43.300000,212700
43.200000,212021
43.100000,211369
43,210744
42.900000,210099
42.800000,209450
42.700000,208827
42.600000,208201
42.500000,207579
42.400000,206967
42.300000,206376
42.200000,205772
42.100000,205182
42,204575
41.900000,203982
41.800000,203403
41.700000,202818
41.600000,202245
41.500000,201686
41.400000,201123
41.300000,200567
41.200000,199959
41.100000,199468
41,198922
40.900000,198357
40.800000,197836
40.700000,197300
40.600000,196769
40.500000,196253
40.400000,195730
40.300000,195220
40.200000,194713
40.100000,194184
40,193685
39.900000,193198
39.800000,192694
39.700000,192209
39.600000,191712
39.500000,191221
39.400000,190745
39.300000,190265
39.200000,189805
39.100000,189325
39,188861
38.900000,188387
38.800000,187932
38.700000,187484
38.600000,187022
38.500000,186564
38.400000,186124
38.300000,185668
38.200000,185236
38.100000,184797
38,184357
37.900000,183934
37.800000,183497
37.700000,183067
37.600000,182652
37.500000,182235
37.400000,181816
37.300000,181396
37.200000,180989
37.100000,180575
37,180171
36.900000,179771
36.800000,179370
36.700000,178962
36.600000,178573
36.500000,178176
36.400000,177798
36.300000,177400
36.200000,177020
36.100000,176636
36,176250
35.900000,175884
35.800000,175508
35.700000,175124
35.600000,174759
35.500000,174388
35.400000,174023
35.300000,173650
35.200000,173302
35.100000,172931
35,172581
34.900000,172223
34.800000,171868
34.700000,171524
34.600000,171171
34.500000,170823
34.400000,170489
34.300000,170129
34.200000,169809
34.100000,169470
34,169125
33.900000,168796
33.800000,168460
33.700000,168130
33.600000,167796
33.500000,167470
33.400000,167144
33.300000,166820
33.200000,166504
33.100000,166180
33,165859
32.900000,165541
32.800000,165236
32.700000,164922
32.600000,164615
32.500000,164304
32.400000,163999
32.300000,163697
32.200000,163389
32.100000,163091
32,162792
31.900000,162491
31.800000,162194
31.700000,161896
31.600000,161606
31.500000,161309
31.400000,161019
31.300000,160732
31.200000,160442
31.100000,160158
31,159873
30.900000,159587
30.800000,159313
30.700000,159032
30.600000,158750
30.500000,158476
30.400000,158206
30.300000,157920
30.200000,157654
30.100000,157385
30,157113
29.900000,156844
29.800000,156569
29.700000,156311
29.600000,156040
29.500000,155778
29.400000,155516
29.300000,155256
29.200000,155000
29.100000,154744
29,154491
28.900000,154235
28.800000,153980
28.700000,153720
28.600000,153470
28.500000,153224
28.400000,152968
28.300000,152725
28.200000,152473
28.100000,152230
28,151986
27.900000,151743
27.800000,151499
27.700000,151257
27.600000,151017
27.500000,150785
27.400000,150544
27.300000,150304
27.200000,150069
27.100000,149839
27,149605
26.900000,149373
26.800000,149139
26.700000,148913
26.600000,148684
26.500000,148455
26.400000,148223
26.300000,148002
26.200000,147778
26.100000,147553
26,147330
25.900000,147081
25.800000,146888
25.700000,146666
25.600000,146449
25.500000,146230
25.400000,146012
25.300000,145802
25.200000,145585
25.100000,145370
25,145159
24.900000,144949
24.800000,144731
24.700000,144519
24.600000,144315
24.500000,144103
24.400000,143896
24.300000,143688
24.200000,143484
24.100000,143276
24,143075
23.900000,142873
23.800000,142667
23.700000,142471
23.600000,142263
23.500000,142062
23.400000,141866
23.300000,141668
23.200000,141475
23.100000,141274
23,141080
22.900000,140892
22.800000,140692
22.700000,140502
22.600000,140310
22.500000,140114
22.400000,139924
22.300000,139732
22.200000,139544
22.100000,139356
22,139167
21.900000,138980
21.800000,138792
21.700000,138608
21.600000,138423
21.500000,138240
21.400000,138058
21.300000,137875
21.200000,137692
21.100000,137513
21,137331
20.900000,137152
20.800000,136974
20.700000,136792
20.600000,136617
20.500000,136439
20.400000,136261
20.300000,136082
20.200000,135909
20.100000,135740
20,135561
19.900000,135390
19.800000,135219
19.700000,135046
19.600000,134875
19.500000,134706
19.400000,134534
19.300000,134365
19.200000,134198
19.100000,134029
19,133866
18.900000,133694
18.800000,133534
18.700000,133365
18.600000,133202
18.500000,133039
18.400000,132875
18.300000,132709
18.200000,132546
18.100000,132386
18,132225
17.900000,132065
17.800000,131902
17.700000,131746
17.600000,131587
17.500000,131426
17.400000,131270
17.300000,131113
17.200000,130957
17.100000,130797
17,130641
16.900000,130487
16.800000,130333
16.700000,130183
16.600000,130029
16.500000,129878
16.400000,129723
16.300000,129571
16.200000,129419
16.100000,129271
16,129121
15.900000,128968
15.800000,128821
15.700000,128671
15.600000,128527
15.500000,128378
15.400000,128230
15.300000,128085
15.200000,127938
15.100000,127794
15,127647
